Date;title;category;account;amount;type;;;;;;;
18/05/2023;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;e5d7ed44-288e-4ddf-8e7e-a5ff17dc4896
18/05/2023;Snacks;Food & Drinks;Cash;30000;EXPENSE;;;;;;;4090715d-41c2-4a5b-b06e-ecd9d34683d9
18/05/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;2e63e98a-eb33-4355-9f02-e03b693f28ac
18/05/2023;Withdraw;Transport;Savings Bank;0;TRANSFER;INR;Cash;200;INR;;;a2c28fff-4a38-4f8f-98d3-4bd6e7c8889f
17/05/2023;Bus;Transport;Cash;30000;EXPENSE;;;;;;;148317cb-9197-435a-90a4-a9a2a16e461a
16/05/2023;Bus;Transport;Cash;20000;EXPENSE;;;;;;;9ab79fd3-68e1-4855-8cd6-47add0098668
16/05/2023;Snacks;Food & Drinks;Cash;30000;EXPENSE;;;;;;;591db22a-9fa9-4abb-8216-543a3d876d26
14/05/2023;Adjust;Transport;Cash;30000;INCOME;;;;;;;cbec9cd1-3efe-40ac-98dd-b0779e147c55
14/05/2023;Sid payUp;Transport;Savings Bank;631000;EXPENSE;;;;;;;0e54fd04-cbbd-4189-8e1d-1a78ac0a495a
13/05/2023;Payment;Transport;Savings Bank;35000;INCOME;;;;;;;cfecf929-0c58-42d1-8081-8b3e2ea6ebb0
13/05/2023;Juice;Food & Drinks;Savings Bank;40000;EXPENSE;;;;;;;cde4ea46-edfc-4902-8576-00013dcb0ad8
13/05/2023;Juice;Food & Drinks;Savings Bank;10000;EXPENSE;;;;;;;67aa63bc-dab4-49a0-9d1b-9c0523be6b0d
13/05/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;510ee07c-c3f1-4974-9531-0dce6b100f68
12/05/2023;Auto;Transport;Savings Bank;20000;EXPENSE;;;;;;;365c2b9a-5f4f-45de-b91a-9b13fa662633
11/05/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;06c55abd-d349-4795-856d-4475a8f04c6d
10/05/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;85df1fe0-d5db-44da-a18f-a24adf2fb815
10/05/2023;Snacks;Food & Drinks;Cash;15000;EXPENSE;;;;;;;3e723afd-3817-4704-b916-3f64efa94a49
09/05/2023;Bus: RtG;Transport;Cash;10000;EXPENSE;;;;;;;f6424625-0367-44cb-bb31-d27ed49d5304
09/05/2023;;Transport;Cash;40000;INCOME;;;;;;;108536ea-0907-4c3e-88ca-b61e358d0915
09/05/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;d2c7f29c-11be-44af-9994-eeb2ff3d0bc1
08/05/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;15bf09b6-161c-47d2-a53f-18ac0d932087
08/05/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;0f85833e-3413-4049-9ee6-ce8bbe54fd0f
07/05/2023;;Bills & Fees;Savings Bank;8000;EXPENSE;;;;;;;a7b4a1cc-d024-4eb9-a851-d290576afd21
07/05/2023;Snack;Food & Drinks;Savings Bank;30000;EXPENSE;;;;;;;49c6486a-01ee-44fb-ba75-6c9e47a62b36
06/05/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;803525e1-8e8e-46df-a3ba-de246e27274c
06/05/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;597cc7f7-ebcd-4986-8a3b-7c9476568bdd
05/05/2023;Stonks Return;Bills & Fees;Savings Bank;50430;INCOME;;;;;;;de0f1b44-7505-4150-baeb-966bbe7ddd2c
05/05/2023;Goje;Food & Drinks;Cash;40000;INCOME;;;;;;;ab884a7e-0080-4b67-a380-47a1cd5f91a1
05/05/2023;Bonda;Food & Drinks;Savings Bank;70000;EXPENSE;;;;;;;b8cbeef7-9fbd-4fea-b4fe-f9cce807e800
04/05/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;4202946d-4fa8-4a88-bee6-856f5b685792
03/05/2023;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;bb3cb1d6-8755-480a-970a-2c7341530687
03/05/2023;Bus;Transport;Cash;20000;EXPENSE;;;;;;;d2cf792b-106d-40bf-9514-d051f7f774eb
03/05/2023;Bus;Transport;Cash;20000;EXPENSE;;;;;;;12e698d4-d30a-4b9d-a8de-cf26f9481d21
03/05/2023;Withdraw;Transport;Savings Bank;0;TRANSFER;INR;Cash;200;INR;;;a0dc09db-f4d3-4d4f-9549-e1bf801bc18e
02/05/2023;Glasses;Bills & Fees;Savings Bank;5000;EXPENSE;;;;;;;6e02ce68-f8c6-4716-b827-aa61e9db4efc
02/05/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;f0bf35f0-36d6-48e7-a22a-78adb583e51a
02/05/2023;Bus;Transport;Cash;20000;EXPENSE;;;;;;;a33baaae-ada1-492a-a2fa-fa3a7379fe60
02/05/2023;;Transport;Cash;10000;INCOME;;;;;;;312060e6-392f-4e38-a397-6cd08e7a04e7
01/05/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;ac0d9f4d-114c-4178-9383-727c7e90f912
01/05/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;0cc64442-0ecf-47c2-9a60-752ef34b0c3b
29/04/2023;Baba;Bills & Fees;Savings Bank;35000;EXPENSE;;;;;;;6928d74d-4fe9-4bbb-a6a7-3dd9cf6167ba
29/04/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;b090e3ff-c3f4-48b3-993f-d39ff730a5cf
28/04/2023;Baba;Bills & Fees;Cash;100000;INCOME;;;;;;;f641a2a1-24a5-4387-870b-353048dec60c
28/04/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;d62cc695-1580-4331-902d-ace4138ebb93
28/04/2023;Bus: RtG;Transport;Cash;10000;EXPENSE;;;;;;;7d25fbbf-55e2-443d-9f59-e87d6dc66f21
28/04/2023;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;14744cb0-bd26-40c6-85a6-b6f8befadc3d
28/04/2023;Bus;Transport;Cash;10000;EXPENSE;;;;;;;ec2b564b-01a9-4cd3-9349-3dbf4ebdd013
28/04/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;412542ef-7abc-49e3-96a7-acc9c336e71a
28/04/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;bddde2e8-7934-4e58-9f6e-5e3c6b6002ae
27/04/2023;Ice cream;Food & Drinks;Savings Bank;98000;EXPENSE;;;;;;;4891e846-f37e-40b9-9699-0f452cda8679
27/04/2023;Water;Food & Drinks;Savings Bank;30000;EXPENSE;;;;;;;8709e97a-0c03-41c1-9f57-90b520c3aac2
27/04/2023;Fried rice;Food & Drinks;Cash;80000;EXPENSE;;;;;;;fee66d50-81da-40d0-8a8b-11effb557105
27/04/2023;Goli soda;Food & Drinks;Savings Bank;49000;EXPENSE;;;;;;;1e929011-cb44-4ef2-9c96-171e6a07896f
27/04/2023;Auto;Transport;Savings Bank;20000;EXPENSE;;;;;;;37d32d55-9bd4-45cc-ae88-5aad75f1efdd
27/04/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;71349845-5d13-42d9-85b5-02b4681f6141
26/04/2023;RtA;Transport;Metro Card;35000;EXPENSE;;;;;;;84d9db59-20f4-4894-93de-8c41c4cf455a
26/04/2023;Juice;Food & Drinks;Savings Bank;20000;EXPENSE;;;;;;;e889143e-2069-4224-a042-fd5c697d2bf9
26/04/2023;Baba sent;Transport;Savings Bank;35000;INCOME;;;;;;;2a3cb132-a356-4293-9995-d37d08cf6b8e
26/04/2023;Bus: RtG;Transport;Cash;10000;EXPENSE;;;;;;;acf79632-878d-430f-83f5-cf8ff48c2389
26/04/2023;BtR;Transport;Metro Card;40000;EXPENSE;;;;;;;00245654-a7da-4328-9b44-82aeea9d0e84
26/04/2023;Metro Recharge;Bills & Fees;Metro Card;200000;INCOME;;;;;;;62bdf053-372c-46e4-913b-3841df522793
26/04/2023;Metro recharge;Bills & Fees;Savings Bank;200000;EXPENSE;;;;;;;c9b04294-a23e-45de-8992-cbcecff53d2b
25/04/2023;RtA;Transport;Metro Card;31500;EXPENSE;;;;;;;a9b36b97-b4e9-4300-b3ac-28bad8c4a63c
25/04/2023;Burger AM;Food & Drinks;Savings Bank;99000;EXPENSE;;;;;;;299b92a2-a262-4133-ba62-b3617f8e9ed2
25/04/2023;Bus: RtG;Transport;Cash;10000;EXPENSE;;;;;;;17104d7b-7e67-4e28-a3ff-6a89744749cd
25/04/2023;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;f511bf79-0cef-4176-bbe9-cd286a22b4b6
25/04/2023;Stonks return;Bills & Fees;Savings Bank;130640;INCOME;;;;;;;5faf2dec-3e48-4461-b8ce-08d38d09c2da
24/04/2023;RtA;Transport;Metro Card;31500;EXPENSE;;;;;;;bfa01c7d-01b9-4d58-8259-532e57df5250
24/04/2023;Bus: GtR;Transport;Cash;10000;EXPENSE;;;;;;;2a60e425-0482-4c2b-90da-2fd9a3625242
24/04/2023;SQ bands;Transport;Cash;5000;EXPENSE;;;;;;;030f09cc-5de1-4e04-b9ac-ed81ae082f00
24/04/2023;Bus: RtG;Transport;Cash;10000;EXPENSE;;;;;;;eb162c95-45ff-4a86-9442-01a0d7185843
24/04/2023;AtR;Transport;Metro Card;35000;EXPENSE;;;;;;;7e969b7e-781f-4f2b-9846-ccc9f5dd6fcf
24/04/2023;Water;Food & Drinks;Savings Bank;20000;EXPENSE;;;;;;;fcef1371-ee9c-4a27-8d40-a4c2941816c5
24/04/2023;Frooti;Food & Drinks;Savings Bank;30000;EXPENSE;;;;;;;5774ddc5-fb39-4cf6-bc41-525bd863f31c
24/04/2023;Water;Food & Drinks;Cash;30000;EXPENSE;;;;;;;96be7e64-42f2-4572-bfe5-8ca49d07c31b
24/04/2023;FAC;Transport;Savings Bank;30000;EXPENSE;;;;;;;ed592098-6bbc-4f2d-9fef-2b3f16c86764
24/04/2023;Auto;Transport;Cash;20000;EXPENSE;;;;;;;7de9302c-2afe-47cb-8dde-55995c3053d6
23/04/2023;Shirt;Bills & Fees;Savings Bank;750000;EXPENSE;;;;;;;331f6c19-44d8-4058-95df-44132c8b2395
23/04/2023;TO TRANSFER INSUFFICIENT BAL POS DECLINE CHARGE;Transport;Savings Bank;23600;EXPENSE;;;;;;;bfda43e2-c9b7-487a-9da6-992242868b3d
22/04/2023;Nidhish payup;Bills & Fees;Savings Bank;35000;INCOME;;;;;;;5beca6c2-56bd-413e-b190-0d7716eebdce
22/04/2023;;Bills & Fees;Savings Bank;35000;EXPENSE;;;;;;;e364e56c-8686-4db2-aa12-5d0f747d2efe
22/04/2023;;Bills & Fees;Savings Bank;35000;EXPENSE;;;;;;;2830ffb1-d04d-430a-b7a1-dc4275ab9b25
22/04/2023;;Transport;Cash;20000;EXPENSE;;;;;;;041d7f4c-41a5-4ea6-9eb3-deaa05e47763
22/04/2023;Mobile;Bills & Fees;Savings Bank;259000;EXPENSE;;;;;;;cbd3c2b8-7d14-40af-9738-4aa8f9ae315d
22/04/2023;Stonks;Transport;Savings Bank;130000;EXPENSE;;;;;;;f581ed64-0165-48f7-8e54-adf0432fe60b
22/04/2023;Change;Transport;Cash;7000;INCOME;;;;;;;8aa5ed27-83d2-4daf-b558-63584e7c8dd2
22/04/2023;Sid returns;Transport;Savings Bank;300000;INCOME;;;;;;;eff5af0f-0600-47db-93aa-6afb281b612c
22/04/2023;Init;Transport;Metro Card;139000;INCOME;;;;;;;55386842-79d1-40ad-b6d6-0250c04f65db
22/04/2023;Init;Transport;Savings Bank;35000;INCOME;;;;;;;2a7066f9-c920-46e4-829e-7638668764ae
22/04/2023;Init;Transport;Cash;250000;INCOME;;;;;;;717942ae-43dc-4f4c-bb3d-32057ccb00f0
